# searchstr_len	keystr_len	poor_search_avg(sec)	poor_search_err(sec)	sauto_index_avg(sec)	sauto_index_err(sec)	sauto_search_avg(sec)	sauto_search_err(sec)	sarray_index_avg(sec)	sarray_index_err(sec)	sarray_search_avg(sec)	sarray_search_err(sec)	
1048576	64	0.000926	0.000157	1.119832	0.018745	0.000019	0.000000	0.174362	0.001012	0.000002	0.000000	
1048576	128	0.000883	0.000162	1.120581	0.018951	0.000035	0.000001	0.175338	0.000783	0.000003	0.000000	
1048576	256	0.000956	0.000167	1.123664	0.019189	0.000070	0.000001	0.172521	0.001200	0.000003	0.000000	
1048576	512	0.000637	0.000113	1.120067	0.018875	0.000134	0.000002	0.174839	0.001023	0.000003	0.000000	
1048576	1024	0.001078	0.000193	1.117834	0.018673	0.000268	0.000003	0.175271	0.000774	0.000005	0.000000	
1048576	2048	0.001322	0.000163	1.120156	0.018872	0.000493	0.000045	0.174302	0.000985	0.000008	0.000000	
1048576	4096	0.001113	0.000189	1.116820	0.018424	0.001043	0.000023	0.176084	0.000048	0.000014	0.000001	
1048576	8192	0.000843	0.000134	1.118551	0.018455	0.002135	0.000010	0.175382	0.000702	0.000028	0.000001	
1048576	16384	0.001267	0.000092	1.123765	0.018900	0.004292	0.000009	0.173682	0.001143	0.000052	0.000001	
1048576	32768	0.001338	0.000178	1.122556	0.018900	0.008434	0.000049	0.174497	0.001006	0.000105	0.000002	
1048576	65536	0.001322	0.000148	1.116539	0.018142	0.016890	0.000158	0.173883	0.001155	0.000226	0.000002	
1048576	131072	0.001034	0.000136	1.118363	0.018670	0.033680	0.000202	0.173868	0.001111	0.000498	0.000003	
1048576	262144	0.001354	0.000128	1.117443	0.018561	0.068097	0.000362	0.174536	0.001011	0.001097	0.000002	
1048576	524288	0.001452	0.000089	1.119464	0.018946	0.136408	0.000569	0.174778	0.000992	0.002332	0.000004	
1048576	1048576	0.001780	0.000003	1.121136	0.018753	0.269487	0.000044	0.174609	0.000961	0.005073	0.000008	
